내용,평점,공감수,작성일
와이파이 바꾸니까 끊기고 풀리고 몇초 지나다가 다시 끊기고 풀리고 또 몇초 지나다가 다시 끊기고 풀리고 진짜 짜증나네 이거 때문에 혈압 오르겠네,1.0,1,2018-10-7
계속해서 서버 접속 오류가 뜨면서 앱 자체가 안들어가져요.,1.0,0,2019-1-9
보수정치 발언하면 정지나 강퇴되고 좌빨 정치발언하면 아무징계없음.,1.0,1,2018-11-26
다좋은데 시청자 리스트좀 보이게 해주세요. 누가 들어왔는지 확인이 안되서 불편합니다.,5.0,1,2018-10-19
왜 매번 편해진것도 없는 업데이트를 억지로 해야하는건지.이해가 안되네요 업데이트 할거면 제대로 하던지요,1.0,1,2019-2-1
다시보기 끊겨서 도저히 볼수가없네 광고는 안끊기고 잘만나옴,1.0,0,2018-9-29
vod 볼 때 뭐 안만져도 가끔 갑자기 몇초정도 뒤로가서 다시재생되네요,3.0,0,2019-6-2
갑자기 즐찾한거 없어지고 방송중인데 방송아닌걸로 뜨고..이상해짐,3.0,1,2019-6-16
모바일 방송시청중에 즐겨찾기 목록 사라졋나요??? 좀 불편해진거같네요,2.0,1,2019-6-18
"?? 어플 업뎃이 안 돼요 2시간 남음 뜨더니 업뎃이 갑자기 안 됩니다. 다른 어플은 설치나 업뎃 잘 되고요. 아프리카만 그러네요  핸드폰 재부팅, 데이터 껐다 키기, 와이파이 전부 다 같은 현상 발생 조치 취해주세요. 불편합니다",1.0,1,2019-6-19
님아 버퍼링좀 어떻게좀 해봐요. 내가 진짜 애정하는 비제이님 방송도 마음편히 못보잖아요. 버퍼링 대체 몇번이나 걸리는건지... 노답,1.0,0,2019-8-13
아니 업데이트좀 빨리하세요 아프리카만 몇년째 보고있는데 이번 업데이트 이후로 라이브를 전혀 시청할수 없을정도에 버퍼링이랑 슬로우현상 나오는데 이걸 아직도 업데이트를 안하네,1.0,0,2019-9-7
갤럭시 s8 방송보다가 화면만 바로껐는데 소리가 들리네요,3.0,1,2019-10-8
"게임방송 아니면 노출방송 너무... 메인, 다양한 방송이 더 나왔으면",2.0,0,2019-12-14
본방 중계방 왜따로만든지가이해가안되네요 참.. 와이파이도잘터지는데 버퍼링 예전엔별로안그랫는데 업데이트만하면 렉만오질라게걸리는데,1.0,2,2019-12-24
오디오 모드 실행시 건너뛰는 현상이 있네요..,3.0,0,2019-2-16
업데이트가 채팅창이 화면가리게 된거엿군요 저는 제가 설정잘못건드린줄알고 한참찾앗네요 이거완전불편해요,1.0,0,2019-2-1
아니 왜 로그인이 안되는데아이핀도 만들라해서 만들엇더만 로그인할라니까 화면이 하얗게되고 넘어가질않아,1.0,0,2019-3-19
무서운광고는 집어넣지 마세요 어차피사람들많이안봐요...진짜 밤에 방송보면 심장떨어져요,5.0,0,2019-1-31
BJ방송을보는데 너무 버퍼링이 걸려서 짜증나서 못보겠어요 나갔다 들어와도 버퍼링 계속걸려요 일쥼 합시다!,1.0,1,2019-5-19
와이파이로는 잘 봐지는데 데이터로 볼려구만 하면 무한로딩이 되네요  어떻게 해야할까여?,4.0,0,2019-3-1
보는거 빼고 다른거는 다 로그인 해야돼서 로그인하려고 하니까 계속왜 안됀다는거임,1.0,1,2018-10-4
방송보다가 중간에 즐찾방송 바로 가는게 있었는데 이번업데로 안보이네요,1.0,1,2019-6-20
저번 패치 이후로 계속 버벅 현상 심함,1.0,0,2020-1-4
업뎃 할때마다 버퍼늘어나고 앱이 점점 무거워진다는 느낌임 업뎃을 제대로 하던가 최소한 유저들애게 선택권한을 주던가 개노답이다정말,1.0,1,2019-8-1
업데이트 후 방송이 너무 자주 끊기네요 엄청 심해요,1.0,0,2019-7-16
사실 반개만 주려했지만 안되서 한개줌 업데이트하는데2일이지났는데도 안된다.,1.0,0,2019-12-14
갤럭시도 방송 보면서 방송 목록 보이게 해주세요  왜 아이폰만 되나요 ,5.0,0,2019-12-13
운영자들 채팅관리가 역겨움그자체 채팅안써지는것도 너무많음 신문보지 잠을자지 운영자들 대가리속에서 나온거들,1.0,0,2019-12-24
로그인을 해야하는 데 만14세미만은 못해서 부모님인증해도 안되요. 구글아이디로 로그인을 할수 있으면 좋겠습니다.,2.0,0,2019-2-27
저번에 말한라디오모드버그가아직있네요..수정되면좋겠어요,1.0,0,2019-4-13
아니 자동가입 문자가 맞게 잘썼고 10번도넘게했는데 왜안되?,1.0,0,2019-1-2
아니 저화질로 보는데 버퍼가 엄청 심하내요 3초보고 5초 버퍼 어쩌라는 겁니까?,1.0,0,2019-4-21
버퍼링 문제 해결좀여 버퍼링 2초마다 걸리네 영상 10초보는게 겁나 어려워,1.0,2,2019-3-20
방송도중 다른즐겨찾기방송 보는기능이사라졌네요...,2.0,0,2019-6-18
연령제한 방송때 알림창이 몇번씩 뜹니다 업데이트 후부터요 확인해도 조금 지나면 또 뜨고,3.0,0,2019-6-28
이전버전에 없던 랙이 이번패치후에 심해졋어요 끊김현상이 너무심해짐,1.0,0,2019-6-20
동영상 시청시 로딩시간이 오래걸려 불편하다.,2.0,0,2019-6-22
즐찾 목록 빨리 복구시켜달라고요. 잘 쓰고 있었는데..,1.0,1,2019-6-27
어제 아프리카어플 패치돼고 시청중인 방에서 즐겨찾기된 다른방송 보는 메뉴가 없어졌내요 불편해요,4.0,1,2019-7-27
라디오모드로 듣다보면 앱이 꺼집니다 개선 부탁드려요,5.0,0,2019-7-26
1점 이하로는 못주나 이 개같은거 얼마나 가나 봤더니만 5시간동안 버퍼걸리고 방송화면 그대로네,1.0,0,2019-8-18
이상하게 이 어플만 밝기가 엄청 밝네요. 수정하세요.,3.0,0,2019-8-28
앱을 업데이트하고 난 뒤에 비제이들의 방송국으로 안들어가집니다.,2.0,0,2019-11-2
즐겨찾기 알림설정이 안돼요 벨모양버튼을 누르면 푸시설정오류 라고 뜹니다. 빨리고쳐주세요,1.0,1,2019-11-11
방송에 들어가도 계속 재생이 안되고 광고만 보게하고 진짜 아프리카 수준 잘 보고 가네요.,1.0,0,2019-11-9
자낳괴인가요 광고위치너무 자낳괴처럼 해놔서 방목록볼때 눌러지고 즐찾누를때 눌러지고 누르면또 연동되서 화면 넘어가고 ,1.0,0,2019-12-6
좋긴 좋은데 내가 원하는 게임이 없고 그걸 쳐도 않나온다.,4.0,0,2020-2-28
업데이트 좀 안했으며 합니다 넘 짜증나네요,2.0,0,2020-3-12
회원가입 안됨 너무한거아님?댓은 그냥 달게해주면 안됌?...,2.0,0,2020-4-8
왜 최고화질로 하면 모바일은 멈추냐고 잘되다가 1년넘게 됫는데 갑자기 멈추냐고,1.0,0,2018-10-19
신고는 폼인가요? 특정 여자 bj들 거의 벗고 방송 하는 거는 음란물이 아니고 말실수는 음란물에 바로 걸리고 그런 bj이라도 있으니까 돈 벌어서 모른 척 하는건가요 말로만 미성년자들 생각한다고 떠들어대니 우습네요,1.0,2,2019-2-6
다시보기하는데 이유모를 끊김이 계속생기는데 폰문제임?,1.0,1,2019-2-1
샤오미 홍미노트5 팝업모드가 라디오처럼 소리만 나고 영상은 안나오는데 조치해주세요,3.0,0,2018-12-30
이거 왜 실행이 안돼죠?아프리카티비 파란색화면만 뜨면서 로딩이 안돼네요,2.0,2,2019-1-10
라디오 모드 하는데 어플을 눌러서 영상모드가 안되고 라디오 몯.로 핸드폰 홈으로만 가져요 ,3.0,1,2019-4-10
제발 이 피드백 수용해주십쇼 아프리카 다시보기 에서 제스쳐를 끄고 킬수있게 옵션을 만들어주든지 아예 삭제해주시면 안되나요? 시간을 확인하려고 위에서 밑으로 제끼는 제스쳐만 해도 지혼자 화면이 멈췄다 볼륨이 올라갔다 밝기가 떨어지고 올라갔다 난리를 치네요 제스쳐에 대한 선택권은 영상앱에는 기본으로 적용되는건데 몇년이 지났는데도 이 부분은 건드릴 생각조차 안하네요 제발좀 적용해주세요 너무너무나 불편합니다.,2.0,11,2019-4-6
이전버젼은시청중에즐겨찾기검색가능햇는데사라진게별로,2.0,0,2019-6-19
문제없이잘보고있습니다 하지만 아쉬운점 이라면딜레이나 버퍼링,5.0,0,2019-7-30
개골때리네 통신사 유플러스 패스로 본인인증해도 계속 아니라 그러고 다시하라 그러고 걍 가입하지 말라는 거 ?,1.0,0,2019-8-10
g6인데요 모바일로 방송 키면 몇분 뒤에 갑자기 방송이 종료되요.,3.0,0,2019-8-12
아프리카티비 설치 하는데 저장공간 없어서 게임지우고 설치 하는데 게임은 지워지고 아프리카는 설치 안돼서 그냥 지웠던 게임 깔았는데 계정 다 날라감 그래서 1점임,1.0,0,2019-8-16
다시 설치를 했는데 서버 접속 실패했다고 계속 나오는데 조치 부탁드립니다,3.0,1,2019-10-4
아니무슨 업데이트를 해놨길래 업데이트 대기가 수십분동안 계속이야 지우고 다시받을라그래도 안되네,1.0,0,2019-12-14
비제이 분들의 방송을 실시간으로 볼수있어서 좋아요,4.0,39,2020-1-3
"컴퓨터 핸드폰 둘다 되지도 않고 계속 오류라고만 뜨네요,,,",1.0,0,2019-1-9
업데이트후 아프리카 모바일 개발자들이 무능하다는걸 확실하게 보여준 케이스... 업데이트를했는데 퇴보하는건 진심 웃기긴하다,1.0,1,2019-6-29
업데이트가 됐는데 스마트tv로 전송하는 버튼이 없어졌네요,4.0,0,2019-6-17
30초에 한번씩 무한 로딩 버그해결좀 해주세요,1.0,0,2019-6-19
"테블릿인데 가로에선 채팅창보이고,세로에선 채팅창이 안보이네요",1.0,1,2019-6-23
잘되다가 오늘은 왜또 bj들이 게시글이나 공지를 올렸을때 아이콘에서 종모양 누르면 다보였는데 안보이네요 저만그런가요?,1.0,0,2019-7-9
지금 업게이트 앱다운로드 안되는데...무슨칭찬을 하는건지...계속 100%다운로드 후 대기 중으로 되어있네,1.0,1,2019-10-26
쓰레기 같이 느리고 광고 많다. 그리고 여캠 방송하고 있으면 운영자 알바가 와서 이상한 갑질함 여자알바 같음 여적여,2.0,0,2018-12-4
아프리카 로그인 도 자동으로 되네요 방송 볼라고 접속했는데 렉도 너무심하네요...,2.0,4,2018-10-28
"잦은 버퍼링, 오류,이용자를 기만하는듯한 관리 뭐 하나 맘에 드는게 없음",1.0,0,2019-1-9
기가인터넷사용 팝업키자마자 정확히 5초만에 무한버퍼링 걸림 속도 전혀문제없음 해결법잇나요?,1.0,0,2019-5-16
아니 지금 몇시간 동안 첫화면에서 멈춰있는데 인데 안 고쳐요?,1.0,2,2019-1-10
업댓이후 색깔이 통일된게 아쉬움 색깔별로 채팅이 활발한게 갠적으로 더 나았음,2.0,2,2019-6-18
아니 튕기기도 많이 튕기고 예전 버튼위치사 더나은데 이상하게 업데이트 하지마세요..,1.0,1,2019-7-2
써보려다가 권한 요청이 너무 많아서 관뒀습니다. 권한 사용 목적이 나를 위한게 하나도 없네요.,1.0,0,2019-7-6
뭐 별것도 없으면서 업데이트는 왜이리 자주하고 업뎃안하면 앱사용 못하게 하는것도 극혐이네요. 퉤,1.0,1,2019-8-4
가로모드 채팅창 2줄모드는 어디갔나요 4줄 너무 두꺼워요,3.0,1,2019-8-14
평정 낮은 이유를 알고 시청자입장에서 바라보면서 고쳐졌으면 합니다.,4.0,1,2019-8-26
다시보기좀 손봐주세요 중간중간 자꾸 영상이 1초전으로 돌아가서 보기 불편해요,3.0,0,2019-8-24
터치가 잘 안되네요. 쫌만 잘 했어도 좋았을 거에요. 그레도 잘 했어요^^,2.0,5,2019-2-12
방송 BJ알람도 안뜨고 앱도 갑자기 안들어가지네요. 월급 안받고 일하는게 더 효율적일듯,1.0,0,2019-1-9
라디오 모드 하면 잘안되네요 그리고 머퍼링도 너무 심하고,1.0,5,2018-11-8
라디오모드 오류좀 어떻게 해봐요 라디오모드 끄고 다시 아프리카 실행하면 계속 라디오모드로 실행되던데 불편하네요,3.0,0,2019-2-16
아프리카TV앱 닉네임변경/아이디/비밀번호/2차비밀번호/회원가입/본인확인/아이핀인증/휴대폰인증/이메일인증번호인증을합니다 서수길대표자전화상담왔습니다,5.0,2,2019-1-22
왜 자동가입방지 문자 맞게 썼는데 틀렸다고 뜨면서 회원가입이 안되나요? 고쳐주세요,1.0,0,2019-2-22
업뎃 이후로 다시보기 할 때 지 멋대로 앞으로든 뒤로든 5초씩 뛰어넘네. 무슨 테이프 튕기나,1.0,0,2019-5-31
방송 시청중에 즐겨찾기 버튼 사라졌는데 다시좀 넣어주세요,3.0,0,2019-6-18
업데이트전에는 휴대폰으로 u플러스 티비연결해서 볼수있어서좋았는데 지금은사라졌네요,2.0,0,2019-6-23
그냥 전버전 신버전 이렇게 쓸수있게끔 해놓으면 안됨 너무 짜증나네요 잠금 걸어지는것좀 없애 개불편하네,1.0,2,2019-7-23
버퍼링이 걸리긴 하지만 잘 않걸리고 방송 보는게 편해요,5.0,0,2019-7-27
정말 좋은 방송입니다. 상식과 도덕을 지키는 방송입니다. 특히. 망치부인(gtv7) 방송은 꼭 들어야 할 방송입니다.,5.0,0,2019-12-13
터치로하는 사운드조절 기능 왜 없는지...,1.0,1,2019-11-13
문자인증을 하고 정상적으로 인증으로 인증되었다 했는데 인증을 하랍니다...,1.0,1,2019-6-4
쓰레기같은 라디오모드 쓰지도않는 기능 버그걸리면 짜증나기만함,1.0,2,2018-12-27
2019년 1월31일에 채팅 업데이트 때문에 라이브 화면이 가려져서 불편함을 느끼고 있습니다.,5.0,53,2019-1-31
자꾸 서버접속이 실패햇다네요 따른 와이파이 쓰는 어플은 잘되는디,2.0,0,2019-1-9
갑자기 팅겨서 안들어가져요 이거 오류라고하는데 고쳐주세요 이것때문에 피해본사람이 몇몇있다고요,1.0,6,2019-1-9
아니 진짜 회원가입 할려고 하면 1일 5회뜨고 다음날 할려고 하면 또 1일 5회뜨고 그럼 하지 말란 소린가 진짜...,1.0,0,2019-7-14
아프리카 TV 점부다 좋은데 아프리카TV 회원가입 하려는데 본인확인 에서 본인확인 하면 빨간색으로 '가입시 입력한 정보와 본인확인 정보가 일치하지 않는다는데 어떻게 해요??,5.0,0,2019-8-17
하아아 3초보고 버퍼링 2분째 보는 중 어이가 없어서 제발 이것 좀 고치세요,1.0,0,2019-9-8
툭하면 버퍼링 걸려서 5분이상 보기 힘들다 유튜브도 자주 보지만 버퍼링 걸린거 본적이 없다 아프리카 어플은 최악이다,1.0,0,2019-9-12
채팅을 치려고 로그인을 하는데 뭐가 이렇게 많나요;; 좀 간편하게 로그인 할 수 있게 해주세요,1.0,0,2019-10-31
버퍼 심함... 방송을 보라는건지 말라는건지...,1.0,0,2020-4-1
고1올라가는 방학기간에 맹체스터유나이티드경기를즐겨보는데 맹유경기는 유료중계드라구요  아프리카티비덕분에 유료중계를 실시간으로즐길수있어 공부하는보람도생깁니다!,5.0,5,2018-12-27
플레이 스토어에는 만3세 로 되어있는데 로그인 하려면 14세미만이래.... 나이 제한좀 맞춰 주심 안돠요???,1.0,42,2019-1-23
시청자도 예전보다 많이 줄었다. 아프리카야 어플신경쓰는건 좋은데 업뎃할때마다 오류가뜨네 물론 네임드bj들 떠나간게 시청자 주는이유중하나인데 어플이상한것도 한몫한다.,1.0,102,2019-1-31
회원가입할때 자동가입방지 문자가 틀림 분명히 맞는데,2.0,0,2018-12-25
기가와이파이 쓰는데도 엄청 끊김 풍도 많이 뜯으면서 서버관리 안하냐,1.0,2,2018-10-17
