내용,평점,공감수,작성일
이동할때 좀가까운곳으로자동텔좀하게해주시던가...그리고사냥할때 1인1몹으로타격좀변경해줘요 다구리당하는데 스킬써도공격을해도 몹한명만맞는거야....,2.0,0,2019-11-10
출시전 정말기대했는데 막상해보니 그냥그런게임.... 이쁜캐릭에비해 이펙트도후지고 타격감도 그닥임 공격모션보면 정말 개답답 검은사막 또는 블소하는게 속편함,1.0,0,2019-11-10
처음 시작하자 말자 완전 검은사막 카피했네 라는 생각이 막들던데 게임 시작해서는 완전 검사네 탈것에 무게증가 옵션 등 뺐겨도 너무 뺐겼다는 생각이 넘들어서 짜증나요 이것들아....,1.0,0,2019-11-9
소문난 잔치에 먹을게 별로 없다던 그말이 맞네요. 초반부터 너무 과금유도가 심합니다. 초반인데도 일반몹을 세월아 네월아 잡고.. 중반이후 부터는 과금한자와 안한자의 격차가 어마어마하게 벌어질게 눈에 선하네요. 그냥 검은사막 어설프게 벤치마킹한거로 밖에 안보이네요. 난 현질하면서 충분히 즐길 자신이 있다는 분들은 하세요. 선택은 당신들의 몫이니까요.,1.0,0,2019-11-8
광고 열심히 하길래..나도 깔아봄. 근데..... 여러게임 하고 똑같음..그래픽은 그닥.. 타격음도 그닥...재미도 그닥... 20랩 찍어보고 지움....,1.0,0,2019-11-8
게임접속이 안됩니다... 최적화 끝나고 여정을 준비중입니다 화면에서 그냥 종료되고  휴대폰 바탕화면으로 나가버리네요 왜 그럴까요?? 핸드폰은 노트8 입니다.,1.0,0,2019-11-9
아이구.....v4망이네.....아주 사망이야....발열 왜이리 심해... 게다가 다른망겜과 비교하면 차이점 종이 한장차이네.... 양산형이고 한손가락으로 터치만 하면 끝이고.... 재미도 없다... 돈만 내버리는 게임같아....,1.0,0,2019-11-7
진지하게 이게 완성된 게임인지 의문이 갑니다. 검은사막 배경에 타격감은 눈씻고봐도 없고 이럴거면 검은사막을 대규모 업데이트 하는게 나았을거라 생각합니다.,1.0,1,2019-11-7
최적화도 잘 되어있고 그래픽도 좋은편이고 괜찮은 게임인데 앱실행시 가끔 튕겨서 다시 실행해야하는 번거로움이 있습니다.,3.0,1,2019-11-10
"나름 재밌게 하고있는데, 홈키 눌렀을때 게임이 종료가 되는게 아니라서 자동사냥이 진행되는 것도 아니고 계속 죽는게 아쉽네요. 개선해주시면 감사할거같습니다.",5.0,0,2019-11-13
빠른 패치로 유저들의 의견반영을 해주시는 점은 긍정적이고 무과금유저들도 잘 이끌고 갈 수 있도록 적극적패치로 갓겜이 계속 유지되길 바랍니다.,4.0,1,2019-11-13
요새 겜들이 다그런거 같내요 딱히 말로 표현 안돼요 잼있나? 걍하는건가? 브이포도 그런것같내요 인터섭 생각은 좋은거같내요 지가하는섭에서 과금이빠이해서 1등해도 타섭에 쟁 들어오면 발리수있다는거  과금도 과시용인데  섭대 섭 쨍할수있시스템 좋은거 같내요 제생각인데  섭대섭 약탈하고 방어하는 방식 더 발전시키면 롱런하는겜 될거 같은데 ..,4.0,1,2019-11-13
으음 렙이 20넘어가니 뭐하는건지모르겠다 무기강화하다 터트리니 새무기 보급도 잘안되고 어디서 렙에맞는 무기사야하는지도 잘모르겠다 그렇다고 경매장은또 렙제한때문에 이용도못한다,1.0,0,2019-11-13
지금 12월13일 현재 신규 유저들 접속 안됩니다 재설치 하신분들도 접속 안됩니다 이러다 신규 유저랑 기존유저 둘다 잃을까 걱정됩니다 재설치 하신분 꽤 있으시던데 공식카페에 글 마니 올라옵니다 이런건 긴급점검 해야 한다고 봅니다 엊그제 업데이트 이후에 접속이 대거 불가능 합니다 이점 빠른 조치 바랍니다,3.0,20,2019-12-13
"소과금러입니다 여러얘기들이있지만 사운드에의한타격감, 그래픽 맘에 들고요 피드백이 빨라서 더 좋구요 즐겜하고있습니다 운영자분들도 좀 더 힘내서 더 좋은게임으로 고고",5.0,0,2019-11-13
재밌어요투기장 컨텐츠가 없어서 좀 아쉽긴 하네요. 그리고 뽑기 확률이 너무 낮아서 소과금은 하나 마나인듯..,4.0,0,2019-11-13
다른 게임도 해봤지만 이건 너무하네요 패키지 상품 다 사서해보아도 영웅탈것도 안나오고 남들보다 전투력차이가너무나니 게임도늦쳐지고 열심히 하고싶어도 힘이 드내요,1.0,0,2019-11-19
4.3??  4.3?????? 넥슨 진짜 게임 그지같이 만드는거를 넘어서서 주작질 하는 꼬라지까지 걍 정나미가 다 떨어진다 야 니네가 이깟 평점 꼬라지좀 조작한다고 사람들이 믿을거라고 생각하냐  왜 린저씨들 아재들이라 속여먹기 쉬울거 같았냐 야 그 아재들이 더해 쓰는 돈이 얼만데 머리가 똘빡일거 같냐 도대체 니네는 무슨 생각으로 사는지 모르겠다 이런 것들이 나랑 똑같이 세상 사는 인간이라고 생각하니 토나와 이것들아,1.0,1,2019-11-17
이리저리 양산형 게임을 가져다붙인듯한 게임..랩51을 키우면서 왜하고 있는지 알수없는게임 탈것 소환수만 현질에서 잘 뽑으면 만사ok!점점 질려서리 그냥 접음..,3.0,0,2019-11-20
해본알피지중 과금유도가제일적고 무과금으로충분히 랭킹들수있습니다  물론 추가적인노력은필수  시스템자체가맘에드네요 이동속도 공격속도 강화터지는것 거의1인1타겟 이라는것 .. 몹몰이사냥이아닌것까지 좋네요,5.0,0,2019-11-22
현질 유도하고 아이템 무참히 부셔버리는 리니지보다 훨씬좋다. 적어도 단계별 경고를 주니깐. 그래픽도 PC버젼이 나는 나은거 같다 모바일과 연동되서 좋다.,5.0,0,2019-12-16
자동전투 있는게임 잘 안했는데 이게임은 생각외로 재밌네요! 이렇게 열심히 키운 RPG는 처음인것 같네요. 앞으로도 좋은 업데이트 부탁드립니다.,5.0,0,2019-11-9
기대에 비해 너무나 아쉽습니다. 조금더 타격감이나 충돌체크가 있었다면 좋았겠네요. 검은사막에 못미치는 느낌이 강합니다.,3.0,0,2019-11-9
개노잼...게임을 우선 재밌게만들고 과금시스템을 고민해야지 과금만 고민한느낌 기본부터 충실합시다....채집채집대화대화....타격감제로에 스킬연출은 평타랑구분도안가고...,1.0,0,2019-11-7
일단 게임을 하려고 해도 계속 서버 연결이 실패해서 들어갈 수가 없네요. 점검 중인지 모르겠지만 다른 사람들은 잘 들어가지는 것 같은데 답장 부탁드립니다.,1.0,10,2019-11-7
갤럭시 S9+인데 게임 시작하기도 전에 서버 오류로 들어가지도 못 하고 여러 번 시도해도 똑같길래 1점 남깁니다 와이파이 데이터 뭘 연결하든 다 똑같습니다 추후에 인게임 들어가면 수정할 수 있겠지만 첫 인상은 무지 구리네요,1.0,1,2019-11-7
캐릭터도 예쁘고 그래픽도 좋은데 그냥 딱 거기까지인거 같음 20렙 이후에는 과금의 압박도 있고 무과금러들은 힘든 렙업....,3.0,0,2019-11-8
트라하를 많이 개선해서 나온줄 알았지만 그래픽 그리고 스킬모션 등등 더 퇴보한 느낌이 많네요 실망이 큽니다요..,3.0,1,2019-11-7
계정 날아감 게스트로 하다가 넥슨 연동시키니까 재접속뜨더니 캐릭 없어지고 혹시나해서 게스트로 다시 들어가보니 만들지도않은 1렙 캐릭만 남음 1대1 문의는 어디서 받는지 찾아도 나오지도않음,1.0,0,2019-11-8
타 게임에 비해 그래픽이나 타격감이 최상위급이거나 뛰어난건 아닌 것 같지만 그래도 시스템 자체나 안정화 다른 부수적인 부분들은 너무 마음에 들고 재밌게 하고있습니다! 이대로만 쭉 가시길..!,5.0,7,2019-11-7
타르시 3섭 서울강남 입니다. 몬스터 도감 분명히 칼날드리스 까지 레벨 맥스 만들고 확인하고 핸드폰 사냥 하다가 발열로 인해 꺼졌는데 칼날드리스 부터 오르가 까지 5개 도감이 사라졌어요;; 위피? 초록색 몬스터 포함 두꺼비 옆에 .. 얼른 복구좀 해주세요 하루 노가다 날라간 기분이네요;,5.0,0,2019-11-13
뭔가 처음에는 그냥 양산형이라 생각했는데 개발자가 소통하려는 모습이 보여서 갓겜 그중에서도 서버통합은 정말 좋은데 통합되면 인구수 도시섭하고 비교할때 비슷해질까요?,4.0,1,2019-12-12
생각보다 잘뽑았어요 무과금도 천천히 즐길만함 그래픽 괜찮아 액션캠으로 자사돌려놓고 지켜보는것도 잼남 길드 콘텐츠 거래소는 조금 아쉽네요 전체적으로 만족하면서 겜하는중,4.0,1,2019-11-13
이거 쓰레기 입니다 맵도 복잡한데 일일히 손으로 이동해야하고 필드보스탐도 찾아다녀야하고 순위밖에는 보상도 뭣갔고 안줄때도 많고 여하튼 쓰레기 몇일만 더하본다 좀 달라지나  2주 남았다,1.0,0,2019-11-13
재밌네요 하지만 타격감이 별로 없네요 그리고 아이템도 다이아 같은것로 구입은 좀 그렇고 게임 머니로 좀 구입좀 가능했으면 좋겠네요 아무튼 운영 잘 해갔으면 좋겠네요,5.0,2,2019-11-13
직장인이다 보니 오토 위주의 겜을 하고 있지만 그레픽도 괜찬고 소소하게 재미를 찾아가고 있어요 제작과 장비 맟추는 재미도 있을듯 합니다 이재 시작이니 천천히 해볼만한 게임 같아요,4.0,1,2019-11-13
간만에모바일게임잼나게하고있어요다만한가지....퀘난이도가좀높고무과금및소과금은노가다를많이해야할듯....그리고뽑기확률이너무극악이라많으과금이예상돼네요...,5.0,1,2019-11-13
일단 가장 마음에 드는건 플레이어들의 이야기를 귀기울여듣고 즉각적인 업데이트로 수정해서 보다 나은 게임환경을 제공하려는 운영진의 대처가 마음에 듭니다!,5.0,0,2019-11-13
파티시스템좀 고쳐주세요. 파티를 하더라도 내가 때린 데미지 경험치만 들어오니 굳이 파티를 할필요성이 안느껴 지네요.,3.0,0,2019-11-13
이용약관 선택인거 빼고 동의하기 눌를라햇는데. 모든이용약관 동의후 시작하기 버튼..소름.. 선택사항 취소할려면 어떡하면되죠? 답변좀요,3.0,0,2019-11-14
역시 폰로 나오는 게임들은 간편한게 최고에요. 이것 때문에 안하던 폰게임도 가끔씩 하게 되네요. 잘 만들었네요 자주 할게요,5.0,1,2019-11-15
교환소 시스템이 가장 괜찮은듯. 무과금 유저들도 교환소 통해서 이것저것 도전할 기회가 많습니다 잘 활용하세요,5.0,0,2019-11-15
쓸데없는곳에 손이 많이가네요...(폰게임은 손이 많이가면 하기싫거든요...) 타 게임보다 불편한점이 많아요... 참고 하시기 바랍니다...,3.0,0,2019-11-15
패치하고 그래픽 다께져서 재설치 했더니 접속두 안됨. 정검후에도 일주일동안 여전히 안됨. 여정을 준비중입니다. 후 팅... 한두분이 그런게 아니던데 원인파악 조차 못하는듯...,1.0,0,2019-12-17
"옆동네 리니지 2M보단나은데, 뭐가 더 낫냐고 설명하려면 참 막막한 게임. 그냥 전형적인 자동사냥 자동퀘스트 자동으로시작해서 자동으로 끝나는 게임.",1.0,0,2019-12-24
기대많이하고했는데 20시?시만에접었습니다. 검사를 다시하니 선녀.... 드립이 왜 그런지알겠습니다. 생각보다 실망햇어요,3.0,0,2020-2-2
신케리 나온고했서 접속 했는데 전부대기순서 해라는지 아니면 하지마라는거지 짜쯩이났녀요 4시간째 대기만하다 종료합니다,1.0,0,2020-2-11
설치후 게임실행 팅김 계속 팅김 그래서 한게임도 못해봤네요 계속 실행해보다 안되서 포기!!!,1.0,0,2020-2-11
설치가안됨 전에 했던게임인데 다시 다운로드하니 99프로에서 계속 멈춰있네요 왜이런거죠?,1.0,0,2020-2-24
궁수 흰색 쫄쫄이 방어구 보구 왔는데 렙업 열라해도 안줘서 접어요 궁수 방어구 넘 안이뻐요,1.0,0,2020-2-28
왜 껐다 킬때마다 에너지가 없을까요? 포션도 잘 모았는데 벌써 다썼어요 계속이러면 접겠습니다.,3.0,0,2020-3-11
기존게임들과 다를게없음 중국산 게임에 그래픽만 조금 더 입혀놓은 느낌 지긋지긋한 컨텐츠  30분 해보고 접음 개발자들 노고는 알겠지만 창의력을 발휘해야 할 듯 ,1.0,0,2019-11-7
넥슨이 왜 굳이 3D에 집중하시는건지... 성공한것들은 거의 2D가 아니던가요? 차라리 컴투스의 아이모 같은것을 모티브로 바람의나라를 제작 하시는게 나을것 같습니다,1.0,0,2019-11-10
다른 양산겜이랑 다른게 하나도 없다. 조작은 개뿔 자동사냥밖에없고 타격감은 '아예'없다. 이래서야 직업의 차이가 뭐일지도 잘 모르겠다. 템강화에는 확률표기따위도 없으니 니알아서 해라 식이고. 광고때부터 느낌이 쎄하다 했는데 예상을 벗어나지 않는다.,1.0,0,2019-11-8
그저그럼...뭐 검은사막이나 트라하나 기존에 있던 게임들과 도대체 뭐가 다른지 모르겠다 양산형 시대라는 말이 공감되네 창의성 제로 차별성 제로 전부 다 복붙한 겜들 뿐인데 v4도 똑같네 기대를 너무 많이 해서 그런가 이젠 이런 게임 딱 하루만 플레이해보면 지겨워진다 정말 안타깝다 돈슨...린2m도 나와봐야 알겠지만 기존ip가 가지고 있는 것도 무시못하니까 만약 비슷하다면 v4가 100퍼 밀린다 힘내라 좀 기존에 없는 창의적인 게임을 한번 만들어봐라,1.0,2,2019-11-8
설치후 실행하려고 하니 자꾸 게임이 꺼지는 현상이 있네요 삭제후 다시 설치했는데도 그러는데 원인이 뭔가요? 해결방안 알려주세요,1.0,1,2019-11-8
첫번째20렙쯤 갑자기 40렙퀘 그리고 45렙퀘 1렙업마다 퀘가 있어야 겠습니다 두번째도감땜에 지나온 저렙존을 다시 감 왔다갔다 불편함 세번째몹이 튼튼해서 동료들이 같이 사냥해서 빠르게 잡아야하는데 칼질이 허공질하는거 같음 본케릭도 스킬은 화려하나 타격감이 느껴지지않음 네번째보스레이드시 피가 겁나많음 근데도 어글에 도망가는 케릭 따라가다 리스되어 다시 피가 만땅임 그리고 기여도 상위만 보상 좋게주면 나머지 많은 유저들은 보상이 안좋음 이리되면 보스레이드 참여율 떨어짐 다섯째필드보스 잡을때 무빙 컨트롤로 몸빵 약한케릭이 도전하...,5.0,1,2019-11-14
