내용,평점,공감수,작성일
여윽시나 넷마블겜 답게 가챠 개창렬  70만원지르고 5성하나도 안뜨고 쓰래기만 나오니까 짜증나서 더 못지르겠다,1.0,11,2019-7-7
핸드폰 바꿔서 계정연동 하려는데 채널이 연결 안 된다고 하는 어떻게 하나요?,1.0,0,2019-12-25
다좋은데 복잡하다 페이트를 모르는 사람은 많이 복잡할 것 이다 설명이나 그전 이야기를 풀어줘야 한다,3.0,0,2019-4-1
이미 지난 이벤트가 다시 나올일은 없겠죠.... 암굴왕 퀘가 너무 하고싶은데 왜 전 이제서야 시작했을까요....,5.0,0,2019-6-12
스토리와 전투 방식 모두 즐거운 게임.,5.0,0,2019-11-21
게임은 재미있지만 이벤트 하면 너무 팅깁니다.,3.0,0,2019-5-6
한그오 하지마세요 다른 나라랑 확률 똑같다고 게임서비스부터 지금까지 씨부리는데 이번 7장 픽업 4성확률 1%임 보통 4성2개픽업시 1.2% 1개픽업시 1.5%인데 이넘들은 1% 근데 이게 실수면 얼른 사과하고 보상해주면 될것을 지금까지 사과 한마디도 안함 실수라고는 절대 안함 편의성 업데이트때문에 뭐라 씨부리는데 변명도 웃김 1%일때 돌린 사람들이 있어서 보상을 안해준다는거임 그래서 이번 픽업 4성1%임 1%면 5성 확률임 그리고 제일 빡치는건 이걸 유저가 발견 안했으면 지금까지 묻혔다는거임 7장 픽업 12월6일부터였는데 지금까지 ...,1.0,3,2018-12-17
5성 서번트 확률 정말 헬입니다 이런 극악의 확률 게임 처음 봤어요 참고 계속 하다가 너무 짜증나서 지웠습니다,1.0,0,2018-11-30
10연차 가챠중 잠시 다른앱에 들어갔다가 다시 들어가보니 10연차 가챠는 돌려져있지 않은 상태로 성정석 30개가 날아가버렸네요.. 복구 부탁드립니다,3.0,11,2019-3-31
모바일 게임중에 최고!! 페이트를 좋아하는 분이라면 무조건 하세요,5.0,0,2019-3-13
서버가 혼잡해서 로그인 아이템을 받을 수 없다고 뜹니다 서버가 터진건가요?,3.0,0,2019-9-17
스토리 구성이 아주 잘 되어있어서 재미있어요.,5.0,0,2019-2-25
재밌습니다. 무과금도 충분히 재밌게 플레이 할 수 있는 게임입니다.,5.0,1,2018-11-13
빡쳐서 접었지만 페이트라서 되돌아오는 마상의 게임.,5.0,0,2020-3-14
아르토리아 포합 다수의 서번트의 모션개편이 빨리 한국섭에 왔으면 좋겠내요..,5.0,0,2020-6-6
기종이 안좋으면 할수있는 게임이 아니지만 재밌습니다.,4.0,0,2019-8-12
힝 갑자기 인증이 안된다고 접속이 안되요,4.0,0,2019-10-11
호불호가 심하면서 과금유도가있는게임 타입문팬이면 좋아하겠지만 그런존재가 아니라면 지겨워하며 금방 그만둘게임 하지만 스토리는 재미있고 보구영상은 화려한 게임,5.0,0,2019-5-1
스토리 재밌고 캐릭터도 귀엽고 멋집니다,5.0,0,2018-11-27
잘만 되다가 업뎃되고 계속 설정오류냐며 다시 시작하라고만 뜨냐... 지웟다 깔아도 안되고,3.0,3,2018-12-19
"게임조무사 씹덕짓을 하고싶으면 하고, 게임을 하고싶으면 하지마라 씹덕 게임을 하고 싶어도 하지 마라 게임 아니니깐",1.0,1,2019-5-21
개재미있습니다 초반은 그렇지만 가면갈수록 재미있어지는 게임,4.0,0,2019-7-24
꿀잼. 처음에 게임성없는 막연한 가챠겜이거니 했는데 생각보다 아주 재밋음. 근데 가챠겜인 것도 사실!,5.0,0,2019-9-12
오늘 들어거려니가 계정 연동이 안되네요. 다른 계정도 그렇고 이상하네요.,5.0,3,2019-12-14
게임에 자막시스템이랑 아이템 거래할 수 있는 시스템 만들어주세요 지금 팔연쌍정이 모자라서 재림을 못해요...,4.0,0,2019-1-9
커맨드창 뒤로가기 패치해주세요 제발좀요 뒤로가기 패치해주세요 뒤로가기 패치해주세요 뒤로가기 패치해주세요 딴거 다 필요 없고 뒤로가기만 추가해주세요 제발 뒤로가기 패치해주세요 뒤로가기 패치해주세요 당장 뒤로가기 패치해주세요 뒤로가기 패치해주세요 제발 뒤로가기 패치해주세요,5.0,1,2019-2-4
매력적인 캐릭터가 많아서... 가챠를 그만둘 수가 없어!,5.0,0,2019-11-16
재미는 있는데 갖고 싶은 서번트 얻을 길이 없음 오키타 소지 갖고 싶당 ,3.0,0,2019-11-19
가챠 천장 없는 것만 빼곤 큰 불만없이 즐기고 있습니다.,3.0,0,2019-12-6
뽑기 확률도 그럭저럭 괜찮은데 왜 욕하는지 모르겠네요 스토리도 재미있고 게임 자체도 재밌습니다,5.0,1,2019-12-29
지금 설정오류라 뜨면서 안들어가지는데 오류 고쳐주시면 감사하겠습니다,5.0,0,2018-11-29
얼어죽을 가챠확률과 성정석값만 빼면 만족합니다.,4.0,1,2019-7-30
"신규 이용자를 위해 복각(특히 감옥탑,구다구다 이벤)빨리 다시 합시다",3.0,1,2019-10-2
접속하려고하는데 설정오류라고뜨면서 접속이 안돼요,2.0,1,2019-10-25
구글 계정 연동이 안되는데 언제 고쳐주실건가요?,1.0,1,2019-12-19
계정연동을잘못했는데 지금계정에 연동되있는계정 삭제가능할까요 ?,5.0,0,2019-2-9
픽업뽑인데두 확률이 의심스러울정도네요다른 기본뽑에나오는 5성만 뜨니,2.0,0,2019-1-11
선물 다 받기를 눌렀는데 4성 선택권이 사라졌습니다.,5.0,1,2018-11-21
오늘 업데이트 이후로 보구연출 나올때 버퍼링이 상당히 많이걸리네요.,3.0,0,2019-6-19
이번 솔로몬 업뎃 후 양옆 화면이 파랗게 비어있음 노트8임 꽉찬화면으로 바꿔주세요,5.0,0,2018-12-19
설정정보를 가져올 수 없다면서 실행중에 오류가 뜨네,4.0,1,2019-10-26
예상외로 스토리가 좋아서 시간가는줄 모르고 즐겼습니다,4.0,0,2018-12-29
무과금이든 과금러든 즐길수있는 게임. 그리고 존버하면 승리할수있는 게임,5.0,0,2019-3-13
성정석좀많이주시고 캐릭터들뽑기확률도좀 업시켜주세요.,3.0,1,2018-12-4
모험 자동으로 깨는 시스템이 나왔으면좋겠습니다,5.0,1,2018-11-12
한정픽업때 폭사하고 꼬접했는데 다시 깔고 단챠돌리니 떠주네요. 일본에서부터 단련된 개돼지 조련으로는 참 갓겜입니다,5.0,1,2019-11-21
데이터 청소하니까 아까 데이터 업데이트 다했는데 처음부터 다시하라네 미친겜이,1.0,0,2020-6-17
뭔놈의 가챠가 천장도 없고 올블루도 없냐 ip아니었으면 진즉에 망했을 게임,1.0,1,2018-9-24
제가 A7 2019을 사용하는데 화면 최적화가 불가하네요.이거는 언제쯤 바꿔주실지?,5.0,1,2019-4-3
생각보다 이것저것 할게 많음 과금유도는 심하긴한데 캐릭터들이 이쁨,5.0,0,2018-12-31
작화가 좋습니다 딜레이타임이 길긴한데 할만합니다,5.0,0,2018-12-30
스토리도 후반갈수록좋고 페이트고 재미도있어요,5.0,0,2019-7-7
스토리 캐릭터 매력적이고 너무 재밌어요.,5.0,0,2019-8-16
하던 파일 연동을 해놨는데 오랜만에 다시 깔아보니까 사라졌습니다,1.0,0,2019-5-13
페그오 연출좀 재대로 해라. 게이머들 개돼지로 보지말고. 그리고 일러스트 복붙좀 그만하고,1.0,3,2019-4-30
재밌긴한데 게임 진행방식이 좀 느린감이 없잖아 있네요,5.0,0,2018-12-28
역시 카레이드 라이너 이리야는 귀엽네요 그리고 쿠로도 꾀 인상적으로 남았습니다.,5.0,1,2018-11-30
홍차랑 파라오님이랑 못드! 때문에 하고 있기는 한데..뭔가 일그오 보다 성정석이나 성정편이 짠거 같아요...얻는게 있어야 주는것도 하는거 아닙니까.. 그리구 이벤이나 이런거 많이 많이 해주세요 진짜 시험기간에 페그오만 할 수 있다구요..그리고 젭발 뭐냐 팔정? 골렘 같은거 뚜까뚜까 하면 얻을 수 있는 그거 좀 얻게 해주세요.. 무슨 잘 나오는데에 10번 넘게 돌아도 1도 안나와..단챠는 잘 나오면서 왜글애요,5.0,0,2019-6-19
덕심으로 하고는 있는데 게임이라기엔 많이 아쉽다.,3.0,0,2019-9-26
하는 동안 즐거웟음. 그러나 6개월 동안 폭사는 버티기 힘들어서 접음.,5.0,2,2019-8-30
예전에하다가 다시할려고 깔았는데 데이터가 날라갔네요 최악의게임 안합니다,1.0,2,2019-5-3
저기... 성정석좀 많이 주세요 무현질 안하면 5성이 잘 안떠요 지금 무현질로만 5성 4개 뽑았어요,4.0,0,2019-5-25
간단하고 복주머니 이벤트할때만 가챠하면 됨 ,5.0,0,2019-8-29
무과금 300개의 소환석을 어찌 이리 가져가셨나..할부지 만나고 싶었는데..폭망했네..픽업해도 확률 거지같은 건 똑같아..,2.0,0,2019-11-21
"분명히 소지서번트에 네로브라이드가 있고 경카로 강화를 하려는데 서번트강화에 네브가 뜨지않습니다. 스샷도 다 찍어놓은 상태고, 영기일람에 가면 분명히 네브가 있는데 서번트 강화칸에서는 네브가 보이지않습니다",1.0,5,2019-5-25
스토리도 재밌고 캐릭터도 좋은거 뜨니까 할 마음이 많이 생기네요^^,5.0,0,2019-2-4
계속인증정보를확인할수없어서껏다키라는데껏다켜도안되는데어떻게플레이하라는거죠?,1.0,0,2019-1-11
일그오쪽에서 먼저 조작한거 가져왔다고 하면 그냥 넘어갈꺼라고 생각했다는 게 말도 안됨,1.0,2,2018-12-16
게임실행이 안되네요 몇번을 앱을 지우고 핸드폰을 껏다 켰다 해보아도 안되는데 확인좀 해주세요,5.0,0,2019-5-19
형가모션이 너무 구립니다 모션개편부탁드립니다.,5.0,0,2019-6-22
산타 릴리 교환권에 대해서 이야기가 많은데 유저 얘들아 교환권은 7번째 밤까지 다 깬다고 주는게 아니고 룰렛을 5회차 까지 돌려야 거기서 하나 얻는거야. 7번째 밤을 클리어 할경우 5회차 룰렛에서 얻는 교환권을 사용할수있게 해준다는거지. 알겠으면 룰렛돌려서 은색 교환권이나 얻어,5.0,2,2018-12-7
2일차 3일차에도 4시 넘어서 접속했었는데 보상을 못 받았었어요,5.0,2,2019-12-17
무과금도 재밌게할수있는게임이라 재밌어요!,5.0,0,2018-11-13
괴밀아사라져서 울적한마음을 달래기 위해 받은게임. 여전히 울적하지만 나름 위로가된다,4.0,0,2018-9-19
"요즘 할게 없어서 페이트 시리즈 보는 중학생입니다. 페이트에 관련된 게임이 있는걸 알고 엄청 기대하고 했건만.. 소재와 스토리는 좋습니다. 타겜과 다르게 소설급의 분량을 가지고 있네요. 하지만.. 캐릭터의 모션과 타격 이펙트, 가챠 시스템, 확률 등 많은 면에서 아쉬운 모습을 보여주고 있네요. 아무리 페이트라는 엄청난 소재라고 해도 마블의 손에 들어가면 겜이 되는것 같습니다. 그래도 페이트 잘봐서 5점 드리죠 ",5.0,0,2019-7-26
다 필요없고 흑밥 보구 마지막부분에 오류가 있어요 그거 좀 고쳐주세요 제발,4.0,0,2019-8-7
괜찮긴한것같지만 시작하려자 마자 정검이네요..,4.0,2,2019-1-18
재미있다 하지만 뽑기확률 개극혐 패치좀,4.0,0,2019-2-16
"안녕하세요. 다름아니라 페이트그랜드오더를 하고 있는데 성적성 93,200원짜를 한번만 구매했는데 두번연속 결재가 되어서 문의를 드립니다. 구글플레이에서 환불할려고 했는데 개발자분에게 얘기를 해보라네요. 환불을 해주실수 있나요? 원래는 한번만 결재 할려고 했거든요.",5.0,14,2019-1-11
과금이 많이들지만 돈안써도 재밌어요 쓰면 더재밌고,4.0,0,2019-8-15
다 좋은데 튜토리얼 너무 길어요 좀 짧게 해주세요,2.0,0,2019-9-28
성정석좀 화끈하게 주세요 무과금 유저인데 성정석 모으는게 너무힘들고 지루해져요.,3.0,0,2019-10-5
그놈의 로딩만 주구장창 아이템 하나 받는데 무한 로딩 욕 제대로 나옵니다.,1.0,0,2018-12-19
무과금도 즐길수 있다 배포만으로 할수 있음 하지만 좋아하는 캐릭터 생기면,5.0,0,2019-9-17
그래 솔직히 재미있고 덕질하기 좋아 근대 이런말이 떠올라 덕질은 돈이 된다 솔직히 성정석 얻기가 힘들고 노가다임 근대 또 확률은 심해 아귀하고 하이파이프임 확률이라도 좀 올려주면 괜찮음 성정석을 좀 많이 주든가 그래도 재미는 있음,4.0,0,2019-4-30
인증정보가불러올수없어서시작이안되요. 뭐가문젠가요,3.0,0,2019-2-14
뭐 무과금 유저도 충분히 할만한 겜임. 오히려 현질하면 호구됨. 120만 현질으로는 별 변하는게 없는겜. 현질할거면 100만 이상 하든지 아니면 무과금이나 확정 5성 가챠만 지르는게 맘이 편안,5.0,64,2019-1-31
설정오류 어쩌구 뜨는 건 뭡니까 해결좀,2.0,1,2019-8-21
이벤트 기간이너무 짧다 14일말고 30일이나 20일쯤은했음 좋겠다,2.0,1,2019-12-21
달빠라 시작했는데 적당히 즐긴만한 과금으로 즐기는게임,5.0,0,2019-1-9
공명과 멀린만주면 완벽한게임 (스토리가챠에서 무지개빛 불야성좀안뜨게해줘요이멍멍이들아),5.0,0,2019-2-23
에미야 시로도 넣어주시면(개인적으로) 재밌을것같습니다.,5.0,0,2019-5-6
5성 가챠 뽑기좀 제발 확률좀 높여야 되는거 아닙니까?? 4성 가챠 뽑기도 힘들어요 제발 좀 확률좀 높이세요..,2.0,2,2019-1-1
새로깔았는데 업데이트있다며 플레이스토어에서 업뎃하라며 왔는데 업데이트가 없는데요;;,1.0,0,2018-12-21
음 로딩이 길고 뽑기 모으기가 힘들다는 단점 빼고는 굿,4.0,0,2019-3-11
재밌지만 자동진행이 없다는 것이 아쉽네요,4.0,0,2019-10-28
차피운빨가챠이기 때문에 가챠에 스트레스 받지 않고 하면 편한 게임,4.0,0,2019-11-14
"이번 SE.RA.PH. 이벤트, 프리배틀 시크릿.네이프 에서 프렌드서번트로 네로브라이드를 데려갔는데, 엑스트라 어택에서 카메라가 자꾸 바닥으로 내려갔다 돌아옵니다",5.0,3,2019-5-2
현재 업뎃이 안되네요 설치도 안되고 이고 우찌된거죠,3.0,2,2019-10-2
현질 심하다고 하지만 스토리 자체는 3성 1성으로도 클리어 가능해서 좋아요,5.0,0,2019-5-28
재미는 있습니다. 넷마블이 일만 잘하면,5.0,0,2019-7-2
일그오 하다가 한글패치된거 하니까 좋네요. 근데 성정석 얻는루트는 여전히 극악. .,4.0,0,2019-8-14
"현질, 말리지 않습니다. 다만 하나 알아두세요. 여긴 천장따윈 없습니다.",3.0,0,2019-10-29
인터페이스 진짜 안 이뻐서 시작할 맘이 안 드네...,1.0,0,2020-4-17
이벤트업데이트이후로 무한로딩 팅김현상이 너무 잦음,1.0,0,2019-5-1
재미있지만 로딩이 정말... 로딩 기다리다 잠든 날 삭제 결심 ,3.0,5,2019-1-23
재미있는데 로딩 시간이 너무 오래 걸림니다,5.0,1,2018-9-29
헨폰 바꾸면서 계정이 날아갔어요 연동도 안되고 방법이 없을까요,4.0,0,2019-4-7
역대 최장기간 플레이가 질리지 않고 있다.,5.0,0,2018-11-13
항상 재밌게 플레이하고 있어요! 다음 이벤트가 기대되네요.^^,5.0,0,2019-5-31
게임은 좋지만 넷마블의 횡포가 너무 심하다,1.0,11,2018-12-19
